timestamp,open_time,open,high,low,close,volume,turnover
2023-06-23 16:59:08.160,1687539600000,31089.02,31128.87,31058,31128.87,0.263077,8177.74376493
2023-06-23 17:05:41.376,1687539900000,31128.87,31128.87,31059.84,31110.52,0.141969,4413.41670473
2023-06-23 17:10:03.520,1687540200000,31110.52,31148.84,31056,31148.83,0.144692,4503.38716642
2023-06-23 17:14:25.664,1687540500000,31148.83,31182.61,31134.71,31171.84,0.120441,3753.9132242
2023-06-23 17:20:58.880,1687540800000,31171.84,31171.84,31060.75,31066.22,0.388646,12100.36190425
2023-06-23 17:25:21.024,1687541100000,31066.22,31126.8,31066.22,31123.41,0.178657,5553.72957463
2023-06-23 17:29:43.168,1687541400000,31123.41,31148.02,30236.16,30355.75,3.260437,100070.20371267
2023-06-23 17:34:05.312,1687541700000,30355.75,30443.2,30355.75,30443.2,0.090285,2745.83237895
2023-06-23 17:40:38.528,1687542000000,30443.2,31222.02,30443.19,31222.02,2.002976,61904.78641804
2023-06-23 17:45:00.672,1687542300000,31222.02,31222.02,31222.01,31222.01,0.115022,3591.21816352
2023-06-23 17:49:22.816,1687542600000,31222.01,31227.32,31222.01,31225,0.055205,1723.61463974
2023-06-23 17:55:56.032,1687542900000,31225,31238.56,31222.01,31230.75,0.118994,3715.75278576
2023-06-23 18:00:18.176,1687543200000,31230.75,31905,31230.75,31643.84,2.410398,76235.40295148
2023-06-23 18:04:40.320,1687543500000,31643.84,32000,31179.61,31300,787.416484,24602330.53414624
2023-06-23 18:09:02.464,1687543800000,31300,31300,31100,31135,505.117555,15710137.92843505
2023-06-23 18:15:35.680,1687544100000,31135,31135.01,31076.69,31090.95,0.26852,8352.53697279
2023-06-23 18:19:57.824,1687544400000,31090.95,31090.98,31033,31033,0.422576,13123.2291779
2023-06-23 18:24:19.968,1687544700000,31033,31033.65,30962,31004.04,0.260568,8078.24315888
2023-06-23 18:30:53.184,1687545000000,31004.04,31030,30950,30962.64,0.347152,10759.4968564
2023-06-23 18:35:15.328,1687545300000,30962.64,30967.74,30940,30940.02,0.29617,9164.84454614
2023-06-23 18:39:37.472,1687545600000,30940.02,30965.99,30640,30743.12,500.24472,15423342.60736392
2023-06-23 18:43:59.616,1687545900000,30743.12,30802.07,30150,30258.92,2001.119342,60844268.4333322
2023-06-23 18:50:32.832,1687546200000,30258.92,30360.85,29620,29727,2300.812832,69046162.71883524
2023-06-23 18:54:54.976,1687546500000,29727,29863.48,29250,29740.55,1202.020504,35467465.56523962
2023-06-23 18:59:17.120,1687546800000,29740.55,29817.6,29430,29817.6,600.127034,17774657.20590751
2023-06-23 19:05:50.336,1687547100000,29817.6,29960,29100,29120.44,2000.632333,58919028.71567274
2023-06-23 19:10:12.480,1687547400000,29120.44,29282.74,28750,29254,2102.641408,60888921.14572344
2023-06-23 19:14:34.624,1687547700000,29254,29350.12,28770,28982.8,2602.889867,75713280.54392926
2023-06-23 19:18:56.768,1687548000000,28982.8,29213.92,28400,29117.88,354.979896,10147576.29132862
2023-06-23 19:25:29.984,1687548300000,29117.88,29807.8,28600,29774.72,405.659107,11941045.2750918
2023-06-23 19:29:52.128,1687548600000,29774.72,29790.16,29010,29117.88,900.088002,26439522.31220023
2023-06-23 19:34:14.272,1687548900000,29117.88,29143.97,28770,28925.8,903.491288,26095320.63425358
2023-06-23 19:40:47.488,1687549200000,28925.8,28951.18,28770,28932.83,102.440675,2949539.18995849
2023-06-23 19:45:09.632,1687549500000,28932.83,29702.81,28932.82,29702.8,53.989617,1565291.52476359
2023-06-23 19:49:31.776,1687549800000,29702.8,30151.23,29597.91,29694.12,203.060347,6065940.07147509
2023-06-23 19:56:04.992,1687550100000,29694.12,29699.42,29481.4,29598.08,1.039741,30811.64253159
2023-06-23 20:00:27.136,1687550400000,29598.08,29665.3,29598.07,29665.3,0.040896,1211.34889807
2023-06-23 20:04:49.280,1687550700000,29665.3,29668.49,29665.29,29668.49,0.02958,877.58827553
2023-06-23 20:09:11.424,1687551000000,29668.49,29682.08,29668.48,29681.79,0.038988,1156.94297074
2023-06-23 20:15:44.640,1687551300000,29681.79,29696.9,29681.79,29696.9,0.035635,1058.13787153
2023-06-23 20:20:06.784,1687551600000,29696.9,29696.9,29696.89,29696.89,0.034457,1023.26596562
2023-06-23 20:24:28.928,1687551900000,29696.89,29696.9,29696.89,29696.9,0.027988,831.15674545
2023-06-23 20:31:02.144,1687552200000,29696.9,29699.25,29696.89,29699.25,0.035919,1066.71554071
2023-06-23 20:35:24.288,1687552500000,29699.25,29702.81,29699.24,29702.81,0.041468,1231.69277522
2023-06-23 20:39:46.432,1687552800000,29702.81,29724.42,29702.8,29723.21,0.028572,848.86984908
2023-06-23 20:44:08.576,1687553100000,29723.21,29724.42,29437.84,29598.08,1.086249,32173.66046529
2023-06-23 20:50:41.792,1687553400000,29598.08,29614.3,29598.07,29614.3,0.03415,1011.07180051
2023-06-23 20:55:03.936,1687553700000,29614.3,29614.3,29612.25,29614.29,0.038034,1126.3495702
2023-06-23 20:59:26.080,1687554000000,29614.29,29623.06,29614.29,29623.05,0.033367,988.25571161
2023-06-23 21:05:59.296,1687554300000,29623.05,29666.3,29623.05,29666.3,0.024303,720.40354558
2023-06-23 21:10:21.440,1687554600000,29666.3,29669.11,29665.29,29669.11,0.03607,1070.13378346
2023-06-23 21:14:43.584,1687554900000,29669.11,29686.03,29668.48,29686.03,0.035561,1055.32665451
2023-06-23 21:19:05.728,1687555200000,29686.03,29694.12,29686.02,29694.12,0.050708,1505.3800969
2023-06-23 21:25:38.944,1687555500000,29694.12,29696.9,29694.11,29696.9,0.035515,1054.63088741
2023-06-23 21:30:01.088,1687555800000,29696.9,29698.68,29696.89,29698.68,0.06289,1867.65341696
2023-06-23 21:34:23.232,1687556100000,29698.68,29714.91,29698.67,29714.91,0.058268,1730.7369514
2023-06-23 21:40:56.448,1687556400000,29714.91,29766.15,29714.9,29766.15,0.058991,1754.28742754
2023-06-23 21:40:56.448,1687556400000,29714.91,29766.15,29714.9,29766.15,0.058991,1754.28742754
2023-06-23 21:45:18.592,1687556700000,29766.15,29779.48,29766.14,29779.48,0.059805,1780.68973518
2023-06-23 21:49:40.736,1687557000000,29779.48,29780.08,29779.47,29780.08,0.050675,1509.09738923
2023-06-23 21:54:02.880,1687557300000,29780.08,29786.81,29780.07,29786.81,0.053335,1588.56266718
2023-06-23 22:00:36.096,1687557600000,29786.81,29786.81,29786.27,29786.3,0.577129,17190.77474461
2023-06-23 22:04:58.240,1687557900000,29786.3,29786.3,29786.29,29786.3,0.050463,1503.10597132
2023-06-23 22:09:20.384,1687558200000,29786.3,29786.3,29786.29,29786.3,0.058653,1747.05576186
2023-06-23 22:15:53.600,1687558500000,29786.3,29786.3,29765.3,29786.3,1.263418,37630.64129141
2023-06-23 22:20:15.744,1687558800000,29786.3,29786.3,29786.29,29786.3,0.067873,2021.68543363
2023-06-23 22:24:37.888,1687559100000,29786.3,29786.3,29786.29,29786.3,0.05467,1628.41689504
2023-06-23 22:29:00.032,1687559400000,29786.3,29786.3,29786.29,29786.3,0.045533,1356.25951994
2023-06-23 22:35:33.248,1687559700000,29786.3,29786.3,29786.29,29786.3,0.04449,1325.19236207
2023-06-23 22:39:55.392,1687560000000,29786.3,29786.3,29786.29,29786.29,0.032324,962.81227343
2023-06-23 22:44:17.536,1687560300000,29786.29,29786.3,29786.29,29786.29,0.035519,1057.97947599
2023-06-23 22:50:50.752,1687560600000,29786.29,29786.3,29786.29,29786.3,0.046977,1399.27073525
2023-06-23 22:55:12.896,1687560900000,29786.3,29786.3,29786.29,29786.3,0.041685,1241.64165746
2023-06-23 22:59:35.040,1687561200000,29786.3,29786.3,29786.29,29786.29,0.053171,1583.76706121
2023-06-23 23:03:57.184,1687561500000,29786.29,29786.3,29786.29,29786.3,0.044217,1317.06055201
2023-06-23 23:10:30.400,1687561800000,29786.3,29786.81,29786.29,29786.81,0.046346,1380.47611792
2023-06-23 23:14:52.544,1687562100000,29786.81,29786.81,29786.8,29786.81,0.070787,2108.51866777
2023-06-23 23:19:14.688,1687562400000,29786.81,29992.78,29786.8,29992.78,1.047836,31324.67048877
2023-06-23 23:25:47.904,1687562700000,29992.78,29992.78,29992.75,29992.78,0.042879,1286.06003865
2023-06-23 23:30:10.048,1687563000000,29992.78,29992.78,29992.77,29992.78,0.043769,1312.75376322
2023-06-23 23:34:32.192,1687563300000,29992.78,30000,29992.77,29999.99,0.048047,1441.36270468
2023-06-23 23:41:05.408,1687563600000,29999.99,30000,29999.99,29999.99,0.04522,1356.5997572
2023-06-23 23:45:27.552,1687563900000,29999.99,30018.8,29999.99,30018.8,0.0618,1854.41038435
2023-06-23 23:49:49.696,1687564200000,30018.8,30022.92,30018.79,30022.92,0.040271,1208.99589638
2023-06-23 23:54:11.840,1687564500000,30022.92,30024.15,30022.91,30024.15,0.047654,1430.75407571
2023-06-24 00:00:45.056,1687564800000,30024.15,30043.68,30024.14,30043.68,0.068302,2051.85370032
2023-06-24 00:05:07.200,1687565100000,30043.68,30067.42,30043.67,30067.41,0.065015,1954.18002622
2023-06-24 00:09:29.344,1687565400000,30067.41,30081.86,30067.41,30081.85,0.058356,1755.07750584
2023-06-24 00:16:02.560,1687565700000,30081.85,30111.64,30081.85,30111.64,0.063696,1917.17511254
2023-06-24 00:20:24.704,1687566000000,30111.64,30135.27,30111.63,30135.27,0.056628,1705.43814969
2023-06-24 00:24:46.848,1687566300000,30135.27,30150,30134.54,30150,0.06523,1966.34962281
2023-06-24 00:29:08.992,1687566600000,30150,30150,30149.99,30150,0.053247,1605.39695365
2023-06-24 00:35:42.208,1687566900000,30150,30150,30149.99,30150,0.067031,2020.98455082
2023-06-24 00:40:04.352,1687567200000,30150,30150,30149.99,30150,0.063327,1909.30896837
2023-06-24 00:44:26.496,1687567500000,30150,30150,30149.99,30150,0.079763,2404.85437186
2023-06-24 00:50:59.712,1687567800000,30150,30150,30149.99,30150,0.068803,2074.41034521
2023-06-24 00:55:21.856,1687568100000,30150,30150,30149.97,30150,0.067712,2041.51667723
2023-06-24 00:59:44.000,1687568400000,30150,30150,30149.99,30150,0.070881,2137.06203074
2023-06-24 01:04:06.144,1687568700000,30150,30150,30149.97,30150,0.054067,1630.11994504
2023-06-24 01:10:39.360,1687569000000,30150,30150,30149.99,30150,0.055487,1672.93294669
2023-06-24 01:15:01.504,1687569300000,30150,30150,30149.99,30150,0.051491,1552.45355296
2023-06-24 01:19:23.648,1687569600000,30150,30150,30149.99,30150,0.050802,1531.68020961
2023-06-24 01:25:56.864,1687569900000,30150,30150,30149.99,30149.99,0.045198,1362.71960544
2023-06-24 01:30:19.008,1687570200000,30149.99,30150,30149.99,30150,0.067344,2030.4215063
2023-06-24 01:34:41.152,1687570500000,30150,30150,30149.99,30149.99,0.058768,1771.85510877
2023-06-24 01:39:03.296,1687570800000,30149.99,30150,30149.99,30150,0.047619,1435.7127487
2023-06-24 01:45:36.512,1687571100000,30150,30150,30149.99,30150,0.050617,1526.10245562
2023-06-24 01:49:58.656,1687571400000,30150,30150,30149.99,30150,0.054648,1647.63711111
2023-06-24 01:54:20.800,1687571700000,30150,30150,30149.99,30150,0.050449,1521.03725662
2023-06-24 02:00:54.016,1687572000000,30150,30150,30149.99,30150,0.042166,1271.30479735
2023-06-24 02:05:16.160,1687572300000,30150,30150,30149.99,30150,0.036244,1092.75650628
2023-06-24 02:09:38.304,1687572600000,30150,30150,30149.99,30150,0.032607,983.10095779
2023-06-24 02:14:00.448,1687572900000,30150,30150,30149.99,30150,0.041438,1249.35560544
2023-06-24 02:20:33.664,1687573200000,30150,30150,30149.99,30149.99,0.033726,1016.83879934
2023-06-24 02:24:55.808,1687573500000,30149.99,30150,30149.99,30149.99,0.034251,1032.6675777
2023-06-24 02:29:17.952,1687573800000,30149.99,30150,30149.99,30150,0.057885,1745.23266593
2023-06-24 02:35:51.168,1687574100000,30150,30150,30149.99,30149.99,0.060927,1836.9489583
2023-06-24 02:40:13.312,1687574400000,30149.99,30150,30149.99,30150,0.048682,1467.76222668
2023-06-24 02:44:35.456,1687574700000,30150,30150,30149.99,30150,0.050371,1518.68554601
2023-06-24 02:48:57.600,1687575000000,30150,30150,30149.99,30150,0.04135,1246.70241588
2023-06-24 02:55:30.816,1687575300000,30150,30150,30149.99,30150,0.036387,1097.06796642
2023-06-24 02:59:52.960,1687575600000,30150,30150,30149.99,30149.99,0.041842,1261.5362131
2023-06-24 03:04:15.104,1687575900000,30149.99,30150,30149.99,30150,0.039468,1189.9601209
2023-06-24 03:10:48.320,1687576200000,30150,30150,30149.99,30150,0.030658,924.33859367
2023-06-24 03:15:10.464,1687576500000,30150,30150,30149.99,30150,0.032979,994.31674835
2023-06-24 03:19:32.608,1687576800000,30150,30150,30149.99,30149.99,0.035113,1058.65686296
2023-06-24 03:23:54.752,1687577100000,30149.99,30150,30149.99,30149.99,0.028467,858.27995861
2023-06-24 03:30:27.968,1687577400000,30149.99,30150,30149.99,30150,0.034736,1047.2902977
2023-06-24 03:34:50.112,1687577700000,30150,30150,30149.99,30149.99,0.035622,1074.00321043
2023-06-24 03:39:12.256,1687578000000,30149.99,30150,30149.99,30150,0.028728,866.1490877
2023-06-24 03:45:45.472,1687578300000,30150,30150,30149.99,30150,0.030459,918.33876093
2023-06-24 03:50:07.616,1687578600000,30150,30150,30149.99,30149.99,0.026678,804.3416174
2023-06-24 03:54:29.760,1687578900000,30149.99,30150,30149.99,30150,0.025825,778.62364187
2023-06-24 04:01:02.976,1687579200000,30150,30150,29807.8,29945.2,1.030068,30924.51186853
2023-06-24 04:05:25.120,1687579500000,29945.2,29969.67,29945.19,29969.67,0.036279,1087.18376557
2023-06-24 04:09:47.264,1687579800000,29969.67,29982.24,29969.66,29981.83,0.047532,1424.89814894
2023-06-24 04:14:09.408,1687580100000,29981.83,30024.15,29981.83,30024.14,0.09028,2708.95446568
2023-06-24 04:20:42.624,1687580400000,30024.14,30043.68,30024.14,30043.68,0.052183,1567.27800012
2023-06-24 04:25:04.768,1687580700000,30043.68,30043.68,30043.67,30043.68,0.022271,669.10270991
2023-06-24 04:29:26.912,1687581000000,30043.68,30043.68,30043.65,30043.67,0.044817,1346.46734951
2023-06-24 04:36:00.128,1687581300000,30043.67,30065.24,30043.67,30065.24,0.050891,1529.15803005
2023-06-24 04:40:22.272,1687581600000,30065.24,30067.42,30048.2,30067.41,0.029817,896.50345615
2023-06-24 04:44:44.416,1687581900000,30067.41,30150,29456.87,29456.87,9.393289,281874.1930784
2023-06-24 04:49:06.560,1687582200000,29456.87,30150,29456.87,30149.99,3.818967,114457.97372962
2023-06-24 04:55:39.776,1687582500000,30149.99,30150,30149.99,30150,0.041204,1242.30035585
2023-06-24 05:00:01.920,1687582800000,30150,30150,30149.99,30149.99,0.025703,774.94536224
